Date,Open,High,Low,Close,Adj Close,Volume
2020-02-05,79.099998,82.300003,79.099998,80.349998,79.724709,23395561
2020-02-06,80.750000,81.900002,79.550003,80.949997,80.320038,20629194
2020-02-07,81.199997,84.050003,79.800003,83.750000,83.098251,29711890
2020-02-10,83.550003,84.449997,81.900002,82.949997,82.304474,20133624
2020-02-11,83.500000,84.449997,82.599998,82.900002,82.254868,14986558
2020-02-12,83.000000,83.300003,81.050003,81.349998,80.716927,15046483
2020-02-13,77.900002,82.900002,77.900002,81.550003,80.915375,42465314
2020-02-14,81.400002,81.550003,79.699997,80.250000,79.625488,20290024
2020-02-17,80.250000,82.699997,79.599998,81.550003,80.915375,19342729
2020-02-18,81.000000,81.500000,79.150002,80.250000,79.625488,18476820
2020-02-19,80.449997,81.750000,79.750000,81.250000,80.617706,17146555
2020-02-20,81.300003,84.650002,81.199997,84.300003,83.643974,28489436
2020-02-24,83.000000,86.199997,82.599998,84.949997,84.288910,30055176
2020-02-25,85.000000,86.349998,80.099998,80.650002,80.022377,44612516
2020-02-26,80.650002,81.900002,77.599998,77.949997,77.343384,32981809
2020-02-27,77.900002,78.150002,74.750000,76.000000,75.408562,32696106
2020-02-28,73.000000,73.949997,69.500000,69.900002,69.356033,35814841
2020-03-02,71.500000,74.949997,71.050003,73.900002,73.324905,39273874
2020-03-03,74.099998,77.000000,72.650002,75.449997,74.862839,23998122
2020-03-04,76.250000,76.250000,70.800003,72.449997,71.886185,28071315
2020-03-05,73.050003,74.099998,70.849998,71.800003,71.241249,33516020
2020-03-06,68.949997,71.800003,66.199997,71.199997,70.645912,21046275
2020-03-09,68.050003,71.349998,67.800003,68.849998,68.314201,22970003
2020-03-11,69.199997,70.099998,67.949997,68.550003,68.016541,22236883
2020-03-12,65.000000,65.349998,60.549999,63.299999,62.807392,29550762
2020-03-13,57.000000,68.500000,52.000000,66.699997,66.180931,28001145
2020-03-16,62.200001,66.000000,62.000000,63.349998,62.857002,17219253
2020-03-17,63.500000,66.050003,61.900002,64.150002,63.650780,19650731
2020-03-18,65.400002,65.900002,63.000000,64.250000,63.750000,18055664
2020-03-19,57.400002,57.400002,47.099998,48.049999,48.049999,83214004
2020-03-20,49.200001,49.400002,41.099998,43.950001,43.950001,96048135
2020-03-23,40.000000,42.650002,34.000000,36.049999,36.049999,62112584
2020-03-24,35.750000,41.450001,35.150002,35.549999,35.549999,58887725
2020-03-25,35.750000,36.500000,33.700001,34.450001,34.450001,57152693
2020-03-26,35.450001,44.500000,33.799999,42.849998,42.849998,100752167
2020-03-27,46.500000,51.349998,41.500000,43.299999,43.299999,80011929
2020-03-30,41.250000,43.200001,40.599998,42.349998,42.349998,31795934
2020-03-31,44.549999,44.650002,41.650002,43.049999,43.049999,32633949
2020-04-01,43.049999,44.200001,40.099998,41.099998,41.099998,37099293
2020-04-03,41.099998,41.150002,38.000000,38.150002,38.150002,37555393
2020-04-07,40.000000,40.750000,37.299999,39.849998,39.849998,49169938
2020-04-08,39.849998,47.799999,38.750000,43.849998,43.849998,76817308
2020-04-09,45.000000,46.000000,44.049999,45.650002,45.650002,39546560
2020-04-13,45.700001,47.099998,44.500000,46.049999,46.049999,41848804
2020-04-15,46.500000,51.299999,46.299999,46.700001,46.700001,60309127
2020-04-16,46.150002,47.849998,45.549999,46.950001,46.950001,29831447
2020-04-17,49.400002,49.500000,47.700001,48.900002,48.900002,27584065
2020-04-20,49.450001,49.900002,47.450001,47.900002,47.900002,38050060
2020-04-21,45.150002,46.150002,43.900002,44.099998,44.099998,23738147
2020-04-22,44.099998,45.349998,43.500000,44.950001,44.950001,24753678
2020-04-23,45.950001,47.200001,45.650002,46.700001,46.700001,18761422
2020-04-24,46.000000,46.299999,44.599998,44.950001,44.950001,15044148
2020-04-27,45.700001,46.200001,43.900002,44.299999,44.299999,20228019
2020-04-28,45.200001,45.500000,43.750000,44.549999,44.549999,18534474
2020-04-29,45.150002,48.750000,44.549999,47.950001,47.950001,42144085
2020-04-30,49.099998,53.200001,49.099998,52.349998,52.349998,56358089
2020-05-04,50.049999,51.450001,48.250000,49.299999,49.299999,32887553
2020-05-05,49.700001,50.849998,47.900002,48.349998,48.349998,41056481
2020-05-06,48.500000,49.450001,47.200001,47.599998,47.599998,28838380
2020-05-07,47.400002,48.950001,45.799999,46.099998,46.099998,21404250
2020-05-08,47.400002,49.250000,46.099998,47.049999,47.049999,30908883
2020-05-11,47.549999,49.400002,46.549999,48.750000,48.750000,52620294
2020-05-12,48.700001,49.099998,46.650002,48.599998,48.599998,24434204
2020-05-13,52.000000,52.000000,48.150002,48.750000,48.750000,48002139
2020-05-14,48.000000,49.599998,47.400002,49.299999,49.299999,24670241
2020-05-15,49.299999,49.400002,46.900002,47.150002,47.150002,30012924
2020-05-18,47.200001,47.299999,42.500000,43.849998,43.849998,42860432
2020-05-19,44.299999,45.250000,42.849998,43.049999,43.049999,26931868
2020-05-20,43.049999,43.549999,42.349998,43.349998,43.349998,26022960
2020-05-21,43.349998,46.500000,43.049999,46.099998,46.099998,42517927
2020-05-22,45.650002,45.799999,43.400002,43.599998,43.599998,29579130
2020-05-26,44.000000,44.549999,43.099998,43.549999,43.549999,25975086
2020-05-27,43.799999,44.099998,43.000000,43.200001,43.200001,30177711
2020-05-28,43.700001,44.750000,43.200001,44.400002,44.400002,40119059
2020-05-29,43.750000,44.349998,42.000000,42.450001,42.450001,161896457
2020-06-01,43.849998,47.349998,43.500000,46.400002,46.400002,85516109
2020-06-02,46.400002,48.099998,45.000000,47.700001,47.700001,58619362
2020-06-03,48.500000,49.099998,46.700001,47.150002,47.150002,39534733
2020-06-04,47.150002,47.200001,45.250000,45.750000,45.750000,51798931
2020-06-05,46.299999,49.049999,45.500000,48.349998,48.349998,86626744
2020-06-08,50.000000,54.299999,49.650002,53.049999,53.049999,127005924
2020-06-09,54.549999,55.349998,50.099998,50.750000,50.750000,74461214
2020-06-10,51.000000,53.200001,50.750000,52.700001,52.700001,53552512
2020-06-11,52.099998,52.349998,50.700001,51.099998,51.099998,40374949
2020-06-12,47.099998,52.750000,47.099998,52.349998,52.349998,48099060
2020-06-15,52.349998,53.799999,51.049999,51.750000,51.750000,41216921
2020-06-16,53.049999,53.150002,49.750000,50.849998,50.849998,35077339
2020-06-17,50.500000,51.299999,49.599998,50.500000,50.500000,19478299
2020-06-18,50.299999,51.400002,50.099998,51.150002,51.150002,17549274
2020-06-19,51.299999,54.900002,51.099998,54.349998,54.349998,60314031
2020-06-22,54.450001,55.700001,53.750000,54.599998,54.599998,38409480
2020-06-23,55.200001,56.500000,53.650002,56.250000,56.250000,44077677
2020-06-24,56.950001,58.500000,53.650002,54.150002,54.150002,59320628
2020-06-25,54.000000,54.799999,52.500000,53.450001,53.450001,47193437
2020-06-26,55.000000,55.500000,51.799999,52.450001,52.450001,75774210
2020-06-29,51.650002,51.849998,48.450001,48.599998,48.599998,76140969
2020-06-30,49.200001,49.900002,46.650002,46.950001,46.950001,61764123
2020-07-01,47.549999,48.599998,46.849998,48.200001,48.200001,52568135
2020-07-02,48.250000,49.450001,47.900002,49.099998,49.099998,42265025
2020-07-03,49.599998,49.599998,48.450001,49.099998,49.099998,26948635
2020-07-06,49.799999,52.000000,49.450001,51.750000,51.750000,58136383
2020-07-07,52.000000,52.650002,50.849998,51.900002,51.900002,44498226
2020-07-08,52.150002,53.400002,51.599998,51.950001,51.950001,55030505
2020-07-09,52.500000,52.700001,51.750000,52.150002,52.150002,23041415
2020-07-10,51.500000,52.200001,50.599998,51.150002,51.150002,28983326
2020-07-13,51.599998,52.450001,50.599998,50.799999,50.799999,22917791
2020-07-14,50.900002,50.900002,48.700001,50.400002,50.400002,31559332
2020-07-15,50.400002,51.000000,49.000000,49.299999,49.299999,26806872
2020-07-16,49.349998,50.500000,48.349998,50.200001,50.200001,23238290
2020-07-17,50.849998,52.500000,50.400002,51.750000,51.750000,35679122
2020-07-20,52.200001,52.799999,51.250000,51.549999,51.549999,31407348
2020-07-21,52.049999,53.150002,51.799999,52.450001,52.450001,35339133
2020-07-22,52.450001,52.599998,50.900002,51.650002,51.650002,27100245
2020-07-23,51.549999,52.549999,51.000000,52.000000,52.000000,14462940
2020-07-24,51.450001,52.750000,49.900002,50.400002,50.400002,38254625
2020-07-27,50.900002,50.900002,48.900002,49.349998,49.349998,21553270
2020-07-28,49.400002,51.450001,49.299999,51.150002,51.150002,39602333
2020-07-29,50.900002,52.000000,50.650002,51.200001,51.200001,26869189
2020-07-30,51.250000,51.549999,49.000000,49.150002,49.150002,30168975
2020-07-31,49.250000,49.400002,48.000000,48.650002,48.650002,24647134
2020-08-03,49.000000,50.500000,48.650002,49.299999,49.299999,38014791
2020-08-04,49.700001,50.250000,49.299999,49.599998,49.599998,22245978
2020-08-05,49.900002,50.200001,48.849998,49.000000,49.000000,31666335
2020-08-06,49.599998,49.650002,48.849998,49.049999,49.049999,20389555
2020-08-07,49.150002,50.400002,48.849998,49.950001,49.950001,28799077
2020-08-10,50.549999,51.849998,50.349998,51.400002,51.400002,33046251
2020-08-11,51.900002,52.400002,50.599998,52.200001,52.200001,33476192
2020-08-12,52.200001,54.099998,51.900002,53.950001,53.950001,52069974
2020-08-13,53.000000,62.000000,52.299999,61.099998,61.099998,245006352
2020-08-14,62.000000,65.400002,60.250000,61.599998,61.599998,163236538
2020-08-17,62.500000,64.500000,60.150002,62.700001,62.700001,70338059
2020-08-18,63.000000,68.949997,63.000000,68.500000,68.500000,102254838
2020-08-19,69.349998,71.199997,67.150002,69.250000,69.250000,139375595
2020-08-20,68.099998,72.150002,67.349998,71.300003,71.300003,85934093
2020-08-21,71.949997,72.550003,68.900002,69.349998,69.349998,50660697
2020-08-24,69.349998,69.900002,67.800003,68.400002,68.400002,35477099
2020-08-25,69.250000,70.300003,68.199997,69.949997,69.949997,37519474
2020-08-26,70.599998,71.449997,70.000000,71.050003,71.050003,28156161
2020-08-27,71.449997,73.599998,71.199997,72.500000,72.500000,43221983
2020-08-28,72.550003,73.300003,70.199997,70.500000,70.500000,38400277
2020-08-31,71.000000,71.550003,67.000000,67.650002,67.650002,45222607
2020-09-01,67.900002,69.750000,66.150002,68.800003,68.800003,38622193
2020-09-02,69.500000,69.500000,67.550003,68.449997,68.449997,22929047
2020-09-03,69.250000,70.500000,68.750000,69.500000,69.500000,26397674
2020-09-04,68.199997,72.599998,67.349998,69.800003,69.800003,68923341
2020-09-07,70.500000,71.650002,68.550003,69.550003,69.550003,37445742
2020-09-08,70.000000,70.000000,67.099998,67.550003,67.550003,20278650
2020-09-09,66.800003,67.449997,64.150002,66.949997,66.949997,35957577
2020-09-10,67.500000,68.400002,65.349998,67.750000,67.750000,30627348
2020-09-11,67.750000,69.199997,66.800003,68.150002,68.150002,28563976
2020-09-14,69.500000,75.449997,69.099998,74.800003,74.800003,91859554
2020-09-15,75.050003,78.500000,73.900002,77.849998,77.849998,77842229
2020-09-16,77.500000,80.400002,76.449997,78.900002,78.900002,68301031
2020-09-17,77.750000,79.199997,77.099998,78.300003,78.300003,37031373
2020-09-18,79.199997,83.400002,78.650002,79.699997,79.699997,78660973
2020-09-21,80.099998,80.949997,73.699997,74.599998,74.599998,58238071
2020-09-22,74.599998,76.349998,70.750000,74.449997,74.449997,91704912
2020-09-23,76.199997,76.650002,71.849998,73.599998,73.599998,51100182
2020-09-24,72.000000,72.250000,66.849998,67.400002,67.400002,61809909
2020-09-25,68.599998,76.949997,68.550003,76.300003,76.300003,108389319
2020-09-28,77.099998,79.400002,76.050003,76.599998,76.599998,79277445
2020-09-29,77.449997,77.750000,73.750000,74.949997,74.949997,59401002
2020-09-30,75.400002,75.650002,73.199997,74.400002,74.400002,31984219
2020-10-01,75.400002,77.000000,74.800003,76.250000,76.250000,40383014
2020-10-05,76.250000,77.099998,74.400002,75.250000,75.250000,31686013
2020-10-06,76.000000,78.199997,75.050003,76.199997,76.199997,43163558
2020-10-07,76.000000,77.199997,74.800003,76.599998,76.599998,33623284
2020-10-08,76.550003,77.750000,75.099998,76.199997,76.199997,36250101
2020-10-09,76.199997,77.199997,75.300003,75.849998,75.849998,22647335
2020-10-12,76.000000,76.300003,73.000000,73.400002,73.400002,31503786
2020-10-13,73.050003,74.599998,72.750000,73.900002,73.900002,23655428
2020-10-14,73.900002,74.199997,72.000000,73.199997,73.199997,27319334
2020-10-15,74.500000,77.349998,72.000000,72.349998,72.349998,65201466
2020-10-16,73.300003,75.650002,73.150002,75.000000,75.000000,46970308
2020-10-19,75.750000,75.800003,74.050003,74.449997,74.449997,24376657
2020-10-20,74.000000,75.550003,73.500000,75.349998,75.349998,18112040
2020-10-21,75.650002,76.599998,74.800003,75.500000,75.500000,26764351
2020-10-22,74.949997,79.500000,74.800003,79.250000,79.250000,53495868
2020-10-23,79.550003,83.500000,78.550003,81.800003,81.800003,88539182
2020-10-26,81.849998,82.550003,78.000000,78.650002,78.650002,42501858
2020-10-27,78.849998,82.199997,76.300003,81.750000,81.750000,61369242
2020-10-28,81.599998,83.300003,79.349998,80.300003,80.300003,51537877
2020-10-29,78.800003,81.199997,78.300003,80.349998,80.349998,33599352
2020-10-30,80.300003,81.800003,78.300003,78.949997,78.949997,28488489
2020-11-02,79.800003,82.650002,78.599998,81.800003,81.800003,33498683
2020-11-03,82.050003,85.349998,81.949997,83.900002,83.900002,50147265
2020-11-04,83.500000,85.000000,82.099998,83.949997,83.949997,31160897
2020-11-05,84.800003,86.000000,83.849998,85.349998,85.349998,25289820
2020-11-06,85.000000,86.650002,84.349998,85.000000,85.000000,25995944
2020-11-09,83.900002,85.000000,82.400002,84.300003,84.300003,36749332
2020-11-10,85.699997,91.949997,84.550003,91.050003,91.050003,89848392
2020-11-11,90.400002,91.500000,88.550003,89.250000,89.250000,44909799
2020-11-12,89.550003,91.150002,88.849998,90.099998,90.099998,33102178
2020-11-13,89.699997,91.349998,89.300003,90.550003,90.550003,22444501
2020-11-14,null,null,null,null,null,null
2020-11-17,91.199997,93.150002,91.099998,91.750000,91.750000,27649089
2020-11-18,91.099998,96.000000,91.099998,95.150002,95.150002,47670415
2020-11-19,94.250000,97.800003,93.650002,94.800003,94.800003,42623559
2020-11-20,95.449997,96.099998,88.599998,90.800003,90.800003,56795404
2020-11-23,91.900002,92.449997,89.800003,91.250000,91.250000,34856235
2020-11-24,91.900002,92.199997,90.349998,91.300003,91.300003,20003627
2020-11-25,91.300003,92.099998,88.099998,89.599998,89.599998,34277581
2020-11-26,89.900002,90.250000,87.800003,88.849998,88.849998,29862458
2020-11-27,89.449997,92.949997,89.300003,92.150002,92.150002,36956489
2020-12-01,93.150002,93.849998,91.349998,92.650002,92.650002,27452587
2020-12-02,93.300003,93.750000,92.449997,93.400002,93.400002,23691097
2020-12-03,93.500000,95.949997,93.400002,95.199997,95.199997,37392010
2020-12-04,95.650002,97.250000,94.099998,94.800003,94.800003,25898813
2020-12-07,95.000000,96.349998,94.599998,95.199997,95.199997,17825588
2020-12-08,96.300003,96.300003,93.300003,94.349998,94.349998,20996690
2020-12-09,94.900002,95.900002,94.349998,95.349998,95.349998,20892496
2020-12-10,95.349998,95.699997,93.800003,94.900002,94.900002,17591152
2020-12-11,94.900002,96.000000,93.500000,94.099998,94.099998,16290891
2020-12-14,95.000000,95.500000,93.800003,95.150002,95.150002,16826804
2020-12-15,95.800003,96.300003,94.699997,94.949997,94.949997,19436612
2020-12-16,95.500000,100.449997,95.500000,100.050003,100.050003,69348851
2020-12-17,100.949997,102.099998,99.000000,99.599998,99.599998,36614005
2020-12-18,99.500000,99.900002,96.800003,98.250000,98.250000,24548564
2020-12-21,97.449997,98.500000,88.449997,92.500000,92.500000,36129974
2020-12-22,91.500000,95.400002,87.250000,91.449997,91.449997,50284194
2020-12-23,92.300003,95.599998,91.500000,95.199997,95.199997,25834766
2020-12-24,95.900002,96.750000,94.800003,95.250000,95.250000,18550356
2020-12-28,95.900002,96.699997,94.550003,95.300003,95.300003,13397130
2020-12-29,95.699997,96.000000,94.099998,95.000000,95.000000,15150131
2020-12-30,95.000000,95.000000,93.750000,94.199997,94.199997,7709483
